0	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	0	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	0	598	568	231	676	234	354	697	402	434	606	429	264	501	312	0	0	0
1e+10	1e+10	1e+10	453	0	531	279	296	547	200	227	678	627	339	659	240	673	204	0	0	0
1e+10	1e+10	1e+10	429	693	0	631	318	291	426	600	236	408	384	396	391	356	321	0	0	0
1e+10	1e+10	1e+10	381	264	357	0	588	499	314	202	471	697	561	227	337	281	214	0	0	0
1e+10	1e+10	1e+10	236	512	376	291	0	218	665	677	545	452	229	219	656	626	376	0	0	0
1e+10	1e+10	1e+10	548	328	521	690	564	0	484	205	384	496	464	398	254	554	633	0	0	0
1e+10	1e+10	1e+10	554	404	459	268	500	298	0	232	511	353	497	363	592	637	426	0	0	0
1e+10	1e+10	1e+10	566	492	496	598	663	489	409	0	681	505	241	475	318	481	668	0	0	0
1e+10	1e+10	1e+10	406	562	245	695	335	631	208	424	0	347	574	467	463	323	623	0	0	0
1e+10	1e+10	1e+10	500	596	399	305	481	662	630	638	251	0	656	338	549	661	536	0	0	0
1e+10	1e+10	1e+10	512	628	256	539	232	681	290	580	489	216	0	629	434	328	458	0	0	0
1e+10	1e+10	1e+10	575	313	636	392	583	290	353	554	637	215	641	0	386	601	563	0	0	0
1e+10	1e+10	1e+10	581	445	375	332	343	555	594	602	548	411	310	451	0	353	345	0	0	0
1e+10	1e+10	1e+10	623	370	215	409	258	646	343	474	455	643	263	225	348	0	608	0	0	0
1e+10	1e+10	1e+10	640	498	430	546	572	586	628	677	542	625	430	380	305	295	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0
