0	1e+10	1e+10	1e+10	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	0	1e+10	1e+10	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	0	1e+10	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	0	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	0	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	514	386	699	584	578	525	310	451	627	210	363	570	279	333	227	587	612	266	548	685	287	231	297	675	557	557	651	613	353	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	579	0	596	531	336	526	232	623	328	295	681	246	206	290	607	268	579	490	557	256	581	446	274	433	668	673	333	621	494	268	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	633	229	0	439	434	428	624	270	459	500	592	674	383	423	509	259	568	580	443	590	657	491	493	622	456	498	553	407	318	234	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	371	239	292	0	469	433	287	460	235	460	499	679	392	675	251	263	202	230	620	429	433	249	526	596	687	307	368	605	531	566	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	570	694	628	583	0	355	219	298	570	677	505	551	239	234	403	403	288	272	384	534	257	227	206	477	566	231	355	646	372	350	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	456	598	553	442	427	0	358	694	361	515	248	520	519	431	528	435	389	587	382	615	426	686	556	560	640	697	441	309	637	444	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	456	257	659	631	216	389	0	265	666	397	397	660	418	288	359	428	600	238	223	426	389	356	679	644	620	636	543	293	288	681	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	505	493	632	404	579	559	374	0	281	358	277	546	284	568	658	592	400	348	262	619	385	504	364	511	450	690	298	252	613	669	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	225	556	322	201	405	223	506	616	0	534	698	383	573	428	636	585	343	298	298	675	569	351	622	403	561	527	363	479	476	551	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	450	451	570	457	607	440	472	501	600	0	586	587	496	266	433	383	646	304	247	646	479	698	245	460	431	657	669	668	437	531	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	670	241	672	374	405	432	341	555	432	325	0	256	315	659	522	553	632	614	207	412	676	243	342	338	534	640	549	272	646	414	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	348	243	321	290	373	525	403	694	685	495	248	0	299	541	459	440	676	434	633	271	250	317	228	554	417	407	469	392	371	512	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	476	522	410	230	433	315	456	457	526	413	569	651	0	616	604	476	592	660	470	346	495	482	254	674	298	638	408	492	541	299	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	312	590	511	491	522	262	412	326	515	353	327	409	574	0	629	509	642	427	348	392	256	689	682	696	657	529	488	695	223	279	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	651	221	560	322	657	456	560	587	530	388	306	615	209	518	0	333	699	681	479	342	442	446	322	293	637	649	365	583	279	560	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	542	517	308	353	438	421	271	654	347	414	301	226	685	503	465	0	304	620	315	640	352	660	673	433	401	320	437	509	422	237	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	418	667	638	602	393	260	363	351	431	554	309	483	279	483	534	598	0	429	667	286	427	475	630	448	330	357	463	285	577	697	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	670	507	585	395	230	512	343	385	423	603	462	492	498	697	313	499	658	0	673	214	385	268	323	253	679	613	495	280	646	535	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	512	534	588	366	306	556	427	378	483	695	619	644	369	291	363	491	390	285	0	423	466	540	362	345	625	486	543	215	290	446	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	488	348	518	626	294	610	558	681	455	444	674	569	457	305	349	468	646	426	639	0	436	511	389	572	366	682	656	400	533	539	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	536	471	399	458	553	497	691	274	237	249	259	650	628	252	613	250	686	386	504	395	0	571	525	619	691	374	317	590	565	344	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	315	334	616	263	498	320	377	673	560	284	679	615	683	560	475	422	530	675	239	561	238	0	320	471	383	628	414	651	320	343	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	217	681	546	667	467	550	200	230	401	335	367	608	366	515	696	425	345	518	637	492	614	433	0	588	360	277	290	272	576	471	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	450	340	328	533	643	673	577	428	441	700	667	241	510	290	290	432	345	447	269	565	201	254	479	0	545	562	358	287	448	677	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	469	632	456	541	368	534	413	550	563	623	341	215	325	451	688	608	425	471	373	451	423	644	379	403	0	673	437	457	577	625	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	207	602	387	567	231	596	565	296	295	675	620	407	432	603	529	651	255	680	266	336	660	296	242	652	627	0	640	248	672	501	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	302	309	440	391	665	334	544	691	234	253	206	565	307	208	262	526	459	365	570	259	247	503	655	405	431	513	0	449	614	493	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	316	244	318	522	441	694	661	279	547	617	646	421	690	647	282	213	677	604	416	523	363	536	444	690	624	273	563	0	459	439	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	578	547	659	517	360	397	512	630	377	386	672	427	654	613	548	494	495	296	449	435	302	692	566	200	490	388	257	611	0	403	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	625	613	479	593	670	688	523	264	218	337	543	399	362	697	207	690	451	214	494	358	310	352	550	491	466	474	624	250	700	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10	1e+10	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0
