0	1e+10	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	0	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	0	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	0	422	221	392	347	417	534	427	619	532	218	376	261	635	502	532	413	467	344	602	319	594	543	599	403	203	385	407	301	472	249	363	589	428	407	419	627	598	406	665	0	0	0	0
1e+10	1e+10	1e+10	1e+10	511	0	312	553	611	663	278	203	554	556	683	356	201	581	254	484	534	648	391	335	313	571	631	670	269	674	583	406	231	213	667	685	402	354	560	364	374	497	420	347	0	0	0	0
1e+10	1e+10	1e+10	1e+10	659	563	0	399	595	299	615	516	497	592	460	520	275	337	426	359	615	459	548	439	383	404	483	583	524	319	398	390	330	319	603	535	390	255	246	263	207	294	269	383	0	0	0	0
1e+10	1e+10	1e+10	1e+10	313	297	645	0	546	234	601	316	596	428	454	383	211	661	685	283	267	308	359	460	518	513	227	607	494	688	327	685	630	341	666	270	610	463	437	340	592	550	245	639	0	0	0	0
1e+10	1e+10	1e+10	1e+10	296	208	255	327	0	503	267	290	267	448	317	628	606	455	553	214	289	384	338	568	498	247	355	344	217	531	409	654	283	695	621	514	674	253	472	353	505	548	504	403	0	0	0	0
1e+10	1e+10	1e+10	1e+10	581	204	310	552	563	0	686	592	649	700	461	665	472	634	442	339	251	447	449	523	503	458	205	631	495	673	689	220	693	538	522	652	585	642	350	471	692	584	610	401	0	0	0	0
1e+10	1e+10	1e+10	1e+10	208	354	681	356	205	289	0	265	355	345	386	487	572	522	301	580	498	435	639	689	478	390	520	665	546	241	222	208	494	400	478	221	571	268	327	527	202	453	249	306	0	0	0	0
1e+10	1e+10	1e+10	1e+10	209	574	692	284	230	682	223	0	353	307	627	557	281	450	430	491	620	537	514	553	546	256	516	518	549	269	256	310	597	328	685	571	381	268	642	447	537	449	252	499	0	0	0	0
1e+10	1e+10	1e+10	1e+10	474	271	246	274	515	333	668	596	0	638	210	631	206	472	236	231	208	213	626	217	284	386	397	598	313	493	624	221	678	475	274	634	342	424	298	576	230	462	409	242	0	0	0	0
1e+10	1e+10	1e+10	1e+10	700	278	630	533	477	475	552	657	250	0	252	216	498	248	688	304	401	382	461	650	676	276	402	609	320	493	548	534	591	535	299	543	656	511	596	512	505	695	328	693	0	0	0	0
1e+10	1e+10	1e+10	1e+10	670	689	691	648	323	361	462	473	447	231	0	282	603	690	300	447	230	297	426	493	371	510	466	613	517	484	362	654	540	481	418	354	278	443	340	652	634	582	571	494	0	0	0	0
1e+10	1e+10	1e+10	1e+10	399	204	619	261	618	215	446	267	363	219	392	0	251	368	438	673	525	296	298	384	615	662	463	430	394	289	517	545	683	416	301	595	321	661	685	527	264	625	319	240	0	0	0	0
1e+10	1e+10	1e+10	1e+10	336	578	419	223	494	639	655	643	297	279	278	381	0	368	401	214	471	421	435	465	446	247	231	238	531	564	272	376	235	430	214	439	332	564	491	207	241	679	261	534	0	0	0	0
1e+10	1e+10	1e+10	1e+10	632	651	460	516	591	655	528	368	558	406	262	538	395	0	418	680	339	258	683	209	545	419	437	442	651	306	283	669	563	281	340	695	276	608	390	544	610	619	654	375	0	0	0	0
1e+10	1e+10	1e+10	1e+10	273	556	560	697	302	244	230	354	316	581	499	460	627	438	0	211	697	324	481	595	433	243	293	203	423	440	344	290	230	365	245	258	263	569	293	693	411	354	470	685	0	0	0	0
1e+10	1e+10	1e+10	1e+10	555	469	540	263	276	682	676	374	372	458	573	687	510	465	636	0	295	445	529	248	670	574	283	242	601	445	399	283	558	311	292	476	376	698	350	457	443	246	467	629	0	0	0	0
1e+10	1e+10	1e+10	1e+10	312	347	435	671	322	539	648	275	377	225	670	500	398	629	564	664	0	353	477	595	231	475	408	222	488	491	693	567	512	586	644	266	563	360	233	686	629	282	202	212	0	0	0	0
1e+10	1e+10	1e+10	1e+10	244	670	371	264	427	435	564	301	531	226	302	255	236	276	576	403	629	0	430	328	506	615	606	649	268	287	593	635	434	288	230	543	331	357	245	210	270	553	323	269	0	0	0	0
1e+10	1e+10	1e+10	1e+10	393	572	384	400	305	443	561	526	326	505	490	448	521	254	600	460	642	319	0	226	586	616	433	542	374	323	540	209	366	355	257	229	560	247	406	612	487	611	215	502	0	0	0	0
1e+10	1e+10	1e+10	1e+10	661	653	589	588	475	303	594	381	683	457	293	490	474	334	590	566	491	408	593	0	241	449	518	529	262	559	281	564	644	291	498	266	260	364	320	394	364	646	250	588	0	0	0	0
1e+10	1e+10	1e+10	1e+10	674	341	578	334	495	414	308	692	544	254	689	516	513	449	405	554	478	533	491	557	0	318	503	272	559	387	695	290	448	357	235	490	636	291	685	576	408	311	525	543	0	0	0	0
1e+10	1e+10	1e+10	1e+10	318	623	252	206	551	455	560	655	635	586	494	680	682	561	541	482	550	286	529	502	532	0	668	604	370	428	271	216	292	652	484	232	610	368	660	239	431	390	305	220	0	0	0	0
1e+10	1e+10	1e+10	1e+10	652	534	342	240	318	390	506	318	524	526	368	452	269	525	403	274	488	601	311	266	419	538	0	467	340	426	401	356	584	425	472	415	353	477	646	375	215	310	448	244	0	0	0	0
1e+10	1e+10	1e+10	1e+10	667	461	364	355	685	687	543	284	551	430	280	481	203	329	493	433	297	327	454	429	501	404	612	0	571	246	209	439	493	535	366	492	582	678	521	589	693	504	444	606	0	0	0	0
1e+10	1e+10	1e+10	1e+10	467	228	231	399	547	571	482	522	559	638	363	399	512	411	396	529	599	658	365	670	266	654	349	513	0	287	452	253	250	430	444	427	273	501	333	308	686	216	371	521	0	0	0	0
1e+10	1e+10	1e+10	1e+10	604	539	421	430	506	491	637	460	281	527	564	652	480	433	557	654	578	428	638	327	685	671	211	220	550	0	344	661	537	360	527	430	556	478	607	581	408	535	251	474	0	0	0	0
1e+10	1e+10	1e+10	1e+10	204	501	673	425	561	410	429	283	252	605	681	532	439	570	528	393	588	516	397	691	506	566	412	332	338	466	0	676	396	488	649	666	589	678	498	309	321	619	294	281	0	0	0	0
1e+10	1e+10	1e+10	1e+10	617	317	519	535	421	508	353	518	572	500	386	691	223	646	251	652	446	217	204	626	254	262	651	584	208	468	371	0	611	502	565	240	408	591	255	404	289	510	329	546	0	0	0	0
1e+10	1e+10	1e+10	1e+10	558	334	629	453	691	254	324	263	649	544	396	599	539	513	444	548	552	228	514	570	691	398	507	600	573	244	244	471	0	301	523	379	483	423	247	384	231	571	422	527	0	0	0	0
1e+10	1e+10	1e+10	1e+10	525	407	263	394	681	477	610	632	657	335	501	242	677	608	652	311	486	272	642	508	676	452	492	662	290	360	210	343	352	0	455	302	523	223	595	292	393	420	267	253	0	0	0	0
1e+10	1e+10	1e+10	1e+10	596	486	483	650	657	534	402	428	384	466	620	532	622	329	269	468	529	363	352	206	334	465	451	477	409	514	211	669	653	440	0	245	223	550	627	299	208	451	238	455	0	0	0	0
1e+10	1e+10	1e+10	1e+10	208	417	405	236	264	613	225	432	257	296	324	525	607	641	381	455	502	510	642	567	201	379	291	334	278	303	414	560	235	461	564	0	688	449	325	501	277	206	664	619	0	0	0	0
1e+10	1e+10	1e+10	1e+10	438	556	301	531	568	663	447	554	585	625	380	671	266	675	600	592	484	418	423	402	490	368	400	588	538	368	256	573	583	358	527	392	0	437	375	426	263	203	546	222	0	0	0	0
1e+10	1e+10	1e+10	1e+10	451	572	583	582	697	611	606	533	276	570	261	666	244	398	665	631	307	396	324	649	411	675	413	371	434	532	394	452	543	510	340	298	593	0	410	427	506	243	343	297	0	0	0	0
1e+10	1e+10	1e+10	1e+10	478	318	446	604	285	365	245	387	538	298	409	436	626	507	459	645	693	302	500	598	596	608	436	645	281	268	443	559	271	567	235	456	259	360	0	588	395	393	696	569	0	0	0	0
1e+10	1e+10	1e+10	1e+10	324	679	203	550	365	687	695	510	264	325	684	568	533	212	433	432	394	357	347	346	446	479	380	304	435	319	663	516	327	503	368	652	547	406	536	0	582	578	624	434	0	0	0	0
1e+10	1e+10	1e+10	1e+10	242	643	339	541	204	328	278	396	358	622	289	644	323	460	395	202	644	655	232	688	629	535	281	409	611	377	499	303	606	331	643	203	315	535	399	466	0	273	619	260	0	0	0	0
1e+10	1e+10	1e+10	1e+10	607	673	569	508	423	627	349	364	377	473	304	492	698	692	557	272	579	532	368	373	346	647	530	281	501	642	420	366	382	312	225	224	583	649	682	210	655	0	594	615	0	0	0	0
1e+10	1e+10	1e+10	1e+10	379	284	634	661	280	355	359	238	683	464	244	329	266	457	211	404	656	666	347	288	564	215	588	399	544	609	473	312	371	249	208	555	259	489	560	448	615	567	0	460	0	0	0	0
1e+10	1e+10	1e+10	1e+10	679	697	203	354	453	681	488	517	583	224	636	695	462	655	622	374	525	688	359	319	690	203	230	517	675	381	427	233	227	311	436	409	219	280	530	690	488	448	460	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10
